,zone,data,time
0,부안상설시장,406.0,2021-12-01 14:00:00.0
1,부안시외버스터미널,557.0,2021-12-01 14:00:00.0
2,부안초등학교,145.0,2021-12-01 14:00:00.0
3,풍류매화 상가거리,180.0,2021-12-01 14:00:00.0
4,풍류매화 주택가,76.0,2021-12-01 14:00:00.0
5,풍류주택가,38.0,2021-12-01 14:00:00.0
