,zone,data,time
0,R&D 연구시설단지,160,2022-03-03T22:00:00.000Z
1,미래형자동차,193,2022-03-03T22:00:00.000Z
2,전체,742,2022-03-03T22:00:00.000Z
3,주거단지,486,2022-03-03T22:00:00.000Z
