,zone,data,time
0,R&D 연구시설단지,2654,2022-03-02T15:00:00.000Z
1,미래형자동차,3851,2022-03-02T15:00:00.000Z
2,전체,17199,2022-03-02T15:00:00.000Z
3,주거단지,12133,2022-03-02T15:00:00.000Z
